"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"12"	"Viral carcinogenesis"	209	10.782	2.1551e-06	1.2728e-05	-10.647	1	1	23.215	0.00021349	0.00079436	115	23.472	2.0286e-05	0.00013627	94	8.6542	0.6101	0.77627
"13"	"Vasopressin-regulated water reabsorption"	42	4.1098	0.040425	0.10457	-4.007	0.95861	1	9.5882	0.11423	0.18525	24	9.0296	0.11658	0.23857	18	4.2198	0.45404	0.63163
"14"	"Vascular smooth muscle contraction"	122	-0.069595	0.4251	0.70774	0.069436	0.60248	1	13.26	0.23196	0.33152	50	11.87	0.13029	0.25973	72	7.3682	0.64475	0.80722
"15"	"Valine, leucine and isoleucine degradation"	53	-18.513	1	1	18.513	5.0393e-13	4.8216e-11	18.067	2.8534e-06	1.7176e-05	6	2.0906	0.66442	0.81795	47	18.438	9.4726e-10	4.2356e-08
"16"	"Valine, leucine and isoleucine biosynthesis"	3	1.0161	0.31792	0.57593	-1.0161	0.68817	1	4.0481	0.1575	0.24898	1	4.709	0.06898	0.15225	2	1.6281	0.43966	0.62269
"17"	"VEGF signaling pathway"	55	10.243	2.5381e-06	1.4712e-05	-9.5776	0.99999	1	15.093	0.0006184	0.001963	34	15.815	0.00017926	0.00095503	21	4.3024	0.51639	0.68778
"18"	"Ubiquitin mediated proteolysis"	136	-1.9934	0.70151	0.9482	1.9934	0.33105	1	16.035	0.05023	0.093132	65	10.067	0.60099	0.77702	71	12.56	0.0093062	0.054959
"19"	"Ubiquinone and other terpenoid-quinone biosynthesis"	10	-5.6907	0.98723	1	5.6907	0.014075	0.12957	7.7937	0.028137	0.055389	2	2.9925	0.3041	0.52768	8	7.2173	0.010217	0.057155
"20"	"Tyrosine metabolism"	37	-4.0472	0.9324	1	4.0472	0.071687	0.5071	8.0183	0.25085	0.34897	12	4.4622	0.54322	0.74273	25	6.6632	0.15672	0.34304
"21"	"Type II diabetes mellitus"	45	-2.0215	0.75469	0.99665	2.0215	0.2614	1	11.598	0.02348	0.047414	17	8.8173	0.076232	0.16706	28	7.8326	0.085771	0.24186
"22"	"Type I diabetes mellitus"	53	2.9559	0.089516	0.20754	-2.9568	0.91648	1	2.5967	0.98622	1	29	3.6422	0.93778	0.99238	24	-0.14481	0.99327	1
"23"	"Tuberculosis"	159	16.035	8.8557e-12	1.6305e-10	-15.875	1	1	26.24	1.5459e-09	3.0241e-08	104	25.635	7.1463e-09	1.0515e-07	55	9.3644	0.096033	0.25691
"24"	"Tryptophan metabolism"	44	-11.661	0.99999	1	11.661	9.8492e-06	0.00030828	9.188	0.16375	0.25499	9	-1.258	0.98782	0.9975	35	10.94	0.0042027	0.029232
"25"	"Transcriptional misregulation in cancer"	165	9.266	1.8987e-05	8.7397e-05	-9.0924	0.99998	1	19.542	0.003313	0.0084998	96	18.84	0.0036496	0.013587	69	7.9963	0.46276	0.63808
"26"	"Toxoplasmosis"	106	10.046	7.8301e-06	3.8294e-05	-9.8829	0.99999	1	19.919	4.1081e-05	0.00019482	65	18.549	0.00039064	0.0018861	41	8.6729	0.092031	0.24832
"27"	"Toll-like receptor signaling pathway"	86	13.337	5.0915e-09	4.8292e-08	-13.337	1	1	18.973	1.0064e-05	5.4313e-05	57	19.614	1.5971e-05	0.00011216	29	5.1742	0.49927	0.67069
"28"	"Tight junction"	160	9.6523	1.0182e-05	4.9031e-05	-9.2658	0.99998	1	24.408	5.5475e-07	4.0381e-06	86	23.537	1.6771e-07	1.7869e-06	74	10.517	0.12267	0.29533
"29"	"Thyroid hormone synthesis"	72	0.58353	0.31833	0.57593	-0.43438	0.67634	1	9.4851	0.4028	0.51043	31	8.6677	0.29187	0.51167	41	5.0325	0.69616	0.85786
"30"	"Thyroid hormone signaling pathway"	114	3.1489	0.050951	0.12657	-3.1488	0.95407	1	21.221	3.8276e-06	2.2605e-05	65	15.504	0.019632	0.051408	49	14.512	4.2994e-05	0.0010352
"31"	"Thyroid cancer"	28	4.1189	0.040397	0.10457	-3.8731	0.95154	1	10.706	0.011071	0.024751	14	10.612	0.0076235	0.024797	14	4.5282	0.3273	0.54145
"32"	"Thiamine metabolism"	13	-4.7282	0.97022	1	4.7282	0.031934	0.26304	6.7496	0.094884	0.16053	5	1.7824	0.70787	0.83485	8	7.195	0.010527	0.057806
"33"	"Th17 cell differentiation"	97	5.0321	0.0095219	0.030105	-4.4172	0.9838	1	16.447	0.0030058	0.0080411	52	14.686	0.012445	0.036341	45	8.3602	0.16309	0.34726
"34"	"Th1 and Th2 cell differentiation"	84	3.4085	0.066045	0.15902	-2.7482	0.90227	1	12.967	0.069682	0.12463	44	11.382	0.1296	0.25973	40	6.8527	0.33356	0.54145
"35"	"Terpenoid backbone biosynthesis"	21	-3.3694	0.89605	1	3.3694	0.11664	0.68885	5.4505	0.4003	0.50932	8	2.0248	0.77078	0.8757	13	5.3392	0.17574	0.35718
"36"	"Taurine and hypotaurine metabolism"	10	1.5459	0.26213	0.4913	-1.5459	0.74214	1	2.8782	0.56838	0.67902	6	2.7281	0.55493	0.74457	4	1.2096	0.64068	0.80536
"37"	"Taste transduction"	54	-4.7255	0.96014	1	4.7255	0.047368	0.36161	5.766	0.81801	0.88901	14	3.7091	0.71089	0.83523	40	4.5052	0.78226	0.90274
"38"	"TNF signaling pathway"	105	19.966	0	0	-19.591	1	1	27.234	2.9521e-13	1.848e-11	71	28.55	3.2085e-14	2.4786e-12	34	6.6013	0.30085	0.51727
"39"	"TGF-beta signaling pathway"	80	9.9582	4.0609e-06	2.1544e-05	-9.8374	0.99999	1	14.311	0.013164	0.028813	50	15.231	0.0044798	0.016479	30	3.7067	0.7764	0.90274
"40"	"T cell receptor signaling pathway"	100	9.1933	3.902e-05	0.00016963	-9.1935	0.99997	1	18.463	0.00021572	0.00079436	61	17.424	0.0011498	0.005004	39	7.7733	0.17091	0.35193
"41"	"Systemic lupus erythematosus"	120	-2.7609	0.80862	1	2.9449	0.19891	0.91563	2.0183	0.99999	1	37	6.5004	0.75634	0.87205	77	3.6269	0.99092	1
"42"	"Synthesis and degradation of ketone bodies"	9	-4.1358	0.94534	1	4.1358	0.056947	0.41452	1.8341	0.7006	0.79452	0	NA	NA	NA	9	1.8341	0.71202	0.86719
"43"	"Synaptic vesicle cycle"	59	0.40741	0.3748	0.65173	-0.40741	0.6415	1	7.4005	0.62342	0.72271	31	5.0068	0.84956	0.92761	28	5.4743	0.41589	0.60829
"44"	"Sulfur relay system"	7	-2.9075	0.87841	1	2.9075	0.12646	0.70681	8.8241	0.0035053	0.008848	3	4.4604	0.16044	0.30046	4	7.8104	0.0026309	0.02167
"45"	"Sulfur metabolism"	10	-7.1036	0.99739	1	7.1036	0.0029736	0.039683	7.9914	0.02315	0.047052	2	1.4151	0.56769	0.74964	8	8.2271	0.002342	0.02156
"46"	"Steroid hormone biosynthesis"	85	0.04051	0.40572	0.69016	-0.04051	0.61744	1	-0.2695	1	1	35	1.9671	0.99407	1	49	-0.84463	0.9999	1
"47"	"Steroid biosynthesis"	18	2.2829	0.16167	0.33735	-2.2358	0.83691	1	5.2979	0.35216	0.45927	8	6.0261	0.13833	0.26884	10	1.718	0.7347	0.87438
"48"	"Starch and sucrose metabolism"	32	-1.9624	0.75892	0.99665	1.9624	0.25418	1	8.7671	0.10073	0.16951	10	7.8221	0.063336	0.1439	22	5.2999	0.3407	0.54352
"49"	"Staphylococcus aureus infection"	47	11.54	3.9239e-07	2.7293e-06	-11.25	1	1	19.74	1.0109e-08	1.5821e-07	29	19.83	2.4826e-08	3.1823e-07	18	6.7289	0.091764	0.24832
"50"	"Spliceosome"	127	13.269	1.5248e-08	1.4037e-07	-13.12	1	1	16.418	0.022069	0.045445	87	17.739	0.010512	0.031846	39	4.4477	0.77634	0.90274
"51"	"Sphingolipid signaling pathway"	117	10.461	4.4984e-06	2.3466e-05	-10.275	0.99999	1	22.684	4.7506e-07	3.7007e-06	71	20.886	1.3446e-05	9.6894e-05	46	10.229	0.033352	0.14017
"52"	"Sphingolipid metabolism"	44	3.7571	0.048367	0.12252	-3.4525	0.94179	1	9.6891	0.11412	0.18525	27	7.9686	0.30568	0.52768	17	5.5453	0.22569	0.42812
"53"	"Small cell lung cancer"	81	7.9202	0.00044146	0.0017272	-7.6183	0.99942	1	19.015	1.2527e-05	6.535e-05	48	17.174	8.35e-05	0.00048682	33	9.0785	0.031832	0.13776
"54"	"Signaling pathways regulating pluripotency of stem cells"	133	7.0956	0.00070618	0.0026631	-7.0957	0.99936	1	10.548	0.77118	0.84993	75	11.895	0.41165	0.64091	58	2.4466	0.99042	1
"55"	"Serotonergic synapse"	122	-0.71131	0.5257	0.76672	1.9824	0.31235	1	14.338	0.11414	0.18525	51	11.995	0.15178	0.28951	71	8.6288	0.34577	0.5466
"56"	"Selenocompound metabolism"	16	-2.0652	0.76719	0.99665	2.5585	0.18209	0.87686	8.0789	0.053333	0.097054	7	4.2585	0.38823	0.63138	9	7.0162	0.017705	0.085256
"57"	"Salmonella infection"	76	16.941	4.1078e-14	1.4286e-12	-16.582	1	1	23.405	2.4469e-10	7.5141e-09	53	23.83	1.2635e-09	2.7887e-08	23	6.3716	0.16532	0.3478
"58"	"Salivary secretion"	74	-0.89283	0.56162	0.80268	0.89283	0.45792	1	4.6714	0.97757	1	34	3.2072	0.98086	0.9975	40	3.3969	0.91167	0.97723
"59"	"SNARE interactions in vesicular transport"	31	0.54585	0.36621	0.64035	-0.54585	0.64786	1	6.5258	0.38334	0.49581	17	4.4213	0.69362	0.82753	14	4.8386	0.27383	0.49021
"60"	"Ribosome biogenesis in eukaryotes"	77	18.138	3.9646e-13	9.5456e-12	-17.991	1	1	21.238	2.3587e-08	2.8395e-07	55	23.141	5.627e-09	9.9075e-08	22	3.1444	0.74427	0.87908
"61"	"Ribosome"	128	7.3695	0.00055238	0.0021345	-7.3695	0.99946	1	23.389	2.3963e-07	2.143e-06	86	17.67	0.0064705	0.022216	42	15.547	7.9932e-07	2.2744e-05
"62"	"Riboflavin metabolism"	7	-4.9416	0.97846	1	4.9416	0.023257	0.20798	4.3696	0.24531	0.34465	1	0.58482	0.61521	0.78745	6	4.481	0.13052	0.3004
"63"	"Rheumatoid arthritis"	77	10.442	1.4119e-05	6.5961e-05	-10.441	0.99999	1	14.467	0.0084479	0.019443	51	14.852	0.012467	0.036341	26	4.0955	0.66511	0.82611
"64"	"Retrograde endocannabinoid signaling"	133	-9.9546	0.99991	1	10.039	0.00012423	0.0029911	17.343	0.011473	0.02529	41	8.3107	0.51547	0.72072	92	15.304	0.0011756	0.013629
"65"	"Retinol metabolism"	86	-2.8073	0.80808	1	2.8073	0.21087	0.93635	6.5459	0.93382	0.9908	28	6.6053	0.55774	0.74457	57	4.4984	0.9174	0.98002
"66"	"Renin-angiotensin system"	27	-4.4007	0.95258	1	4.4007	0.05394	0.40198	3.0377	0.86085	0.91961	4	2.3014	0.55566	0.74457	23	2.3315	0.86241	0.94054
"67"	"Renin secretion"	65	-2.7367	0.813	1	2.7367	0.20503	0.93005	7.6146	0.63594	0.72931	26	5.5294	0.68603	0.82717	38	6.7169	0.30041	0.51727
"68"	"Renal cell carcinoma"	63	10.534	3.3603e-06	1.8781e-05	-10.534	1	1	19.215	7.0687e-07	4.8098e-06	43	17.437	8.0604e-05	0.00047897	20	8.5352	0.011984	0.062515
"69"	"Regulation of lipolysis in adipocytes"	52	0.021767	0.45148	0.73219	0.11339	0.54791	1	7.7077	0.49694	0.60759	25	5.8459	0.62103	0.78745	27	5.0713	0.45712	0.6331
"70"	"Regulation of actin cytoskeleton"	207	22.306	0	0	-21.943	1	1	34.136	0	0	136	34.363	0	0	71	10.727	0.074776	0.2347
"71"	"Ras signaling pathway"	218	12.061	3.0236e-08	2.6289e-07	-11.831	1	1	23.593	0.00027713	0.00098042	132	22.285	0.00076654	0.0034833	86	9.9542	0.26772	0.48718
"72"	"Rap1 signaling pathway"	206	15.286	2.7475e-11	4.2998e-10	-15.037	1	1	28.391	1.184e-09	2.4706e-08	123	28.135	2.3383e-09	4.8169e-08	83	10.478	0.17989	0.36327
"73"	"RNA transport"	161	12.577	2.652e-08	2.3717e-07	-12.391	1	1	22.572	2.0167e-05	0.0001002	94	23.774	6.8245e-07	6.2023e-06	66	7.8924	0.45008	0.63163
"74"	"RNA polymerase"	28	2.2042	0.16085	0.33735	-2.2042	0.84448	1	8.8456	0.073765	0.13044	15	7.5842	0.1444	0.27887	13	4.8351	0.24765	0.46022
"75"	"RNA degradation"	75	2.7371	0.096101	0.21774	-2.5232	0.89451	1	14.276	0.014888	0.031917	39	11.983	0.050864	0.11817	36	8.1331	0.10748	0.28013
"76"	"RIG-I-like receptor signaling pathway"	54	8.2839	0.00012583	0.00051148	-8.2839	0.99986	1	11.23	0.05277	0.096591	34	12.197	0.025567	0.065292	20	2.5495	0.803	0.90511
"77"	"Pyruvate metabolism"	36	-10.864	0.99998	1	10.864	2.4319e-05	0.00069198	11.916	0.0054143	0.013137	7	2.514	0.67856	0.8255	29	12.042	0.00033564	0.0047752
"78"	"Pyrimidine metabolism"	100	2.4235	0.11717	0.25828	-1.6176	0.81898	1	18.549	0.00018681	0.00070449	49	15.109	0.0058401	0.020276	51	11.164	0.013662	0.067877
"79"	"Purine metabolism"	173	-3.4374	0.86734	1	3.4374	0.15397	0.78651	20.829	0.000852	0.0025864	72	14.319	0.085556	0.18487	101	15.17	0.001525	0.016459
"80"	"Proximal tubule bicarbonate reclamation"	21	-3.7456	0.92112	1	3.7456	0.089866	0.57404	7.0771	0.15155	0.24078	8	3.3161	0.56003	0.74457	13	6.3934	0.072946	0.2347
"81"	"Proteoglycans in cancer"	197	16.607	3.6005e-13	9.3912e-12	-16.014	1	1	31.94	1.7653e-14	1.8417e-12	116	31.505	1.1213e-14	1.155e-12	81	12.109	0.039574	0.15483
"82"	"Protein processing in endoplasmic reticulum"	157	10.757	8.2031e-07	5.3491e-06	-10.623	1	1	20.989	0.0001569	0.00061387	102	18.926	0.007029	0.023637	55	9.688	0.070005	0.2331
"83"	"Protein export"	25	2.4367	0.14103	0.29825	-2.4367	0.86625	1	5.552	0.45476	0.56261	17	3.8678	0.77339	0.8757	8	4.1765	0.21669	0.4161
"84"	"Protein digestion and absorption"	85	3.1712	0.067841	0.16209	-3.1712	0.93837	1	11.387	0.23612	0.33466	42	11.325	0.10547	0.21728	43	4.8172	0.79191	0.90463
"85"	"Proteasome"	45	4.0752	0.037561	0.10135	-4.0752	0.96464	1	6.2599	0.63856	0.72945	27	6.5515	0.54941	0.74457	18	1.8738	0.84617	0.93257
"86"	"Prostate cancer"	85	6.5351	0.0022632	0.0079377	-6.5353	0.99799	1	16.49	0.0014177	0.0041086	50	14.874	0.0070374	0.023637	35	7.9195	0.12455	0.29533
"87"	"Propanoate metabolism"	30	-17.727	1	1	17.727	6.1617e-13	4.8216e-11	17.059	3.8901e-07	3.122e-06	3	0.24992	0.80756	0.90782	27	17.898	2.6309e-11	3.8562e-09
"88"	"Prolactin signaling pathway"	67	4.0788	0.034004	0.094187	-4.0789	0.96893	1	12.197	0.050285	0.093132	36	10.998	0.097097	0.2055	31	6.0791	0.36386	0.56432
"89"	"Progesterone-mediated oocyte maturation"	81	-0.29476	0.43839	0.72601	1.7461	0.36319	1	10.819	0.2834	0.38309	34	9.3024	0.2562	0.46027	47	6.2909	0.54218	0.70416
"90"	"Prion diseases"	33	6.2937	0.0033827	0.011145	-6.069	0.99563	1	12.295	0.0033082	0.0084998	19	12.159	0.0028685	0.010943	14	4.7114	0.29522	0.51336
"91"	"Primary immunodeficiency"	34	4.0807	0.034794	0.095532	-4.0807	0.96668	1	4.853	0.72481	0.81314	23	4.8234	0.77368	0.8757	11	1.5574	0.77839	0.90274
"92"	"Primary bile acid biosynthesis"	15	-0.55764	0.52911	0.76672	0.55764	0.47847	1	6.1844	0.19145	0.28672	8	3.6064	0.50732	0.71581	7	5.1976	0.088491	0.24597
"93"	"Porphyrin and chlorophyll metabolism"	40	-6.0788	0.99045	1	8.1707	0.00078837	0.012987	6.2841	0.57164	0.67961	11	2.8597	0.72754	0.84833	28	7.2699	0.13747	0.30956
"94"	"Platinum drug resistance"	75	0.13634	0.39529	0.67981	-0.13634	0.62288	1	16.437	0.0010053	0.0029683	34	12.719	0.014499	0.041751	41	10.649	0.0099571	0.057155
"95"	"Platelet activation"	119	10.565	2.908e-06	1.6549e-05	-10.565	1	1	19.805	0.00010381	0.00042754	70	19.992	5.6563e-05	0.00034271	49	6.9685	0.4325	0.62097
"96"	"Phototransduction"	25	2.0307	0.18008	0.3684	-2.0301	0.82838	1	4.2102	0.68841	0.78353	13	4.3273	0.56144	0.74457	12	1.573	0.80586	0.90511
"97"	"Phosphonate and phosphinate metabolism"	5	-3.6333	0.92661	1	3.6333	0.077442	0.52694	3.357	0.33035	0.43583	1	1.0617	0.53487	0.73456	4	3.2224	0.27408	0.49021
"98"	"Phospholipase D signaling pathway"	141	9.4951	5.4751e-06	2.764e-05	-9.0892	0.99999	1	20.179	0.00028191	0.00098042	80	19.774	0.00034453	0.0016898	61	8.0339	0.39236	0.5876
"99"	"Phosphatidylinositol signaling system"	94	2.3144	0.12638	0.27663	-2.3144	0.88488	1	8.77	0.74464	0.82944	51	7.4148	0.82055	0.91534	43	4.8916	0.78132	0.90274
"100"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	6	-1.3174	0.68728	0.93938	1.3174	0.32345	1	-1.6505	0.97404	1	2	-2.5039	0.9691	0.9975	4	-0.25094	0.85485	0.93555
"101"	"Phenylalanine metabolism"	21	-0.3524	0.5118	0.76672	0.3524	0.50328	1	5.3375	0.42131	0.53174	9	4.1743	0.4747	0.68471	12	3.4457	0.47184	0.6435
"102"	"Phagosome"	161	17.124	1.4488e-13	4.5349e-12	-16.837	1	1	22.129	4.7474e-05	0.00022178	105	23.418	8.9735e-06	6.9321e-05	56	5.4551	0.78449	0.90274
"103"	"Pertussis"	71	11.931	1.1845e-07	9.0423e-07	-11.929	1	1	20.358	3.3662e-07	2.7727e-06	42	21.146	4.9052e-09	9.4731e-08	29	6.4071	0.27024	0.48893
"104"	"Peroxisome"	82	-15.579	1	1	15.579	2.146e-09	1.1195e-07	17.564	0.00027171	0.00097752	15	5.2765	0.47642	0.68471	67	16.934	1.2256e-06	3.1969e-05
"105"	"Pentose phosphate pathway"	29	2.3873	0.12895	0.2803	-2.3873	0.87639	1	8.9769	0.065849	0.1186	16	7.4839	0.16693	0.30903	13	5.105	0.20734	0.40817
"106"	"Pentose and glucuronate interconversions"	33	-1.6514	0.70282	0.9482	1.6514	0.31446	1	4.8776	0.73048	0.81657	15	3.6298	0.74396	0.86422	17	5.3773	0.25077	0.46171
"107"	"Pathways in cancer"	382	14.718	9.4849e-11	1.237e-09	-14.323	1	1	33.336	4.5123e-09	7.4335e-08	217	31.556	4.3377e-08	4.9643e-07	165	14.534	0.11317	0.28567
"108"	"Parkinson disease"	123	-19.244	1	1	19.244	1.0048e-13	1.5724e-11	22.439	5.5416e-07	4.0381e-06	24	5.579	0.64079	0.7984	99	22.265	1.169e-10	9.1471e-09
"109"	"Pantothenate and CoA biosynthesis"	17	-4.8646	0.9725	1	4.8646	0.031651	0.26304	7.1109	0.1041	0.17332	5	1.9073	0.68797	0.82717	12	7.2326	0.025115	0.1156
"110"	"Pancreatic secretion"	93	0.088632	0.40321	0.68964	-0.088632	0.61868	1	5.0206	0.99216	1	39	5.9611	0.8386	0.9226	53	2.6647	0.98499	1
"111"	"Pancreatic cancer"	63	6.454	0.0023422	0.008056	-6.4542	0.99785	1	15.313	0.00099038	0.0029523	38	13.572	0.011508	0.034192	25	7.5749	0.069873	0.2331
"112"	"PPAR signaling pathway"	79	1.3587	0.22498	0.43469	-1.3587	0.78788	1	10.859	0.27404	0.37456	40	8.4174	0.48076	0.68776	39	6.9311	0.30243	0.51727
"113"	"PI3K-Akt signaling pathway"	317	14.229	2.8123e-10	3.3855e-09	-13.228	1	1	34.067	1.1452e-12	5.1207e-11	178	32.217	2.9127e-11	9.0003e-10	139	14.989	0.026291	0.11926
"114"	"Oxytocin signaling pathway"	146	1.3764	0.19057	0.38239	-1.2956	0.82058	1	19.985	0.00060106	0.0019395	72	15.912	0.019103	0.051329	73	13.421	0.002626	0.02167
"115"	"Oxidative phosphorylation"	113	-21.8	1	1	21.8	1.1102e-16	3.475e-14	21.921	1.6272e-06	1.0394e-05	16	2.7949	0.85565	0.9277	97	22.525	3.696e-11	3.8562e-09
"116"	"Ovarian steroidogenesis"	52	-0.085135	0.46881	0.7525	0.22029	0.53087	1	6.5026	0.70986	0.80212	19	6.7546	0.32369	0.54956	33	3.0373	0.89959	0.96761
"117"	"Other types of O-glycan biosynthesis"	21	1.3478	0.25353	0.47805	-1.3478	0.75318	1	5.2889	0.43041	0.53888	12	5.242	0.40319	0.64091	8	5.0514	0.11029	0.28295
"118"	"Other glycan degradation"	15	-6.8412	0.9963	1	10.214	2.6969e-05	0.00070345	7.4825	0.074483	0.13097	2	2.0449	0.45928	0.67039	13	7.2354	0.030642	0.13508
"119"	"Osteoclast differentiation"	120	18.299	4.4409e-16	1.7375e-14	-18.288	1	1	25.651	7.6416e-11	2.6576e-09	84	25.639	6.9093e-09	1.0515e-07	36	7.6688	0.15788	0.34318
"120"	"Oocyte meiosis"	107	-0.30228	0.4506	0.73219	1.565	0.37647	1	15.908	0.014446	0.031182	43	13.497	0.018353	0.049746	64	9.505	0.16557	0.3478
"121"	"One carbon pool by folate"	18	1.6516	0.22855	0.43886	-1.6516	0.77598	1	8.4177	0.040481	0.077734	10	6.845	0.13486	0.26543	8	4.9736	0.11786	0.29513
"122"	"Olfactory transduction"	656	-6.4084	0.97563	1	6.4085	0.037329	0.29959	-7.5784	1	1	208	-4.6435	1	1	448	-6.0065	1	1
"123"	"Nucleotide excision repair"	42	-0.85524	0.58171	0.82387	0.85524	0.4341	1	8.7548	0.20015	0.29551	20	5.8325	0.53429	0.73456	22	6.5354	0.15334	0.33799
"124"	"Notch signaling pathway"	48	5.7107	0.0075153	0.024003	-5.7107	0.99299	1	9.4636	0.18051	0.27427	30	9.0263	0.20216	0.37184	18	3.801	0.53477	0.70035
"125"	"Non-small cell lung cancer"	57	4.834	0.015262	0.046832	-4.8342	0.98513	1	16.325	0.00013087	0.00053197	31	14.44	0.001171	0.0050138	26	8.4041	0.035202	0.14126
"126"	"Non-homologous end-joining"	11	-6.003	0.99281	1	6.003	0.0075643	0.081642	5.522	0.18838	0.28484	2	0.8079	0.66767	0.81869	9	5.724	0.07499	0.2347
"127"	"Non-alcoholic fatty liver disease (NAFLD)"	139	-7.6597	0.99779	1	7.6601	0.0030428	0.039683	26.634	2.6407e-10	7.5141e-09	48	17.014	0.00011176	0.00062787	91	20.56	1.261e-09	4.9336e-08
"128"	"Nitrogen metabolism"	16	-0.13944	0.47724	0.75604	0.13944	0.53087	1	5.5566	0.29548	0.39355	7	4.3206	0.37806	0.62139	9	3.5983	0.36419	0.56432
"129"	"Nicotine addiction"	35	-3.1751	0.87054	1	3.1751	0.1383	0.73368	1.2926	0.98722	1	13	-1.2136	0.9976	1	22	2.5632	0.82749	0.91845
"130"	"Nicotinate and nicotinamide metabolism"	32	-3.7731	0.92455	1	3.7731	0.082781	0.5398	9.9144	0.035737	0.069911	10	6.623	0.15686	0.29691	22	7.492	0.067353	0.23257
"131"	"Neurotrophin signaling pathway"	118	10.411	3.7731e-06	2.0719e-05	-10.35	1	1	23.357	1.1372e-07	1.1482e-06	72	21.394	3.4833e-06	2.909e-05	46	10.643	0.020754	0.098424
"132"	"Neuroactive ligand-receptor interaction"	238	1.0565	0.21734	0.42654	-0.96124	0.79826	1	7.6594	0.99993	1	101	8.9611	0.97192	0.9975	137	2.4012	1	1
"133"	"Neomycin, kanamycin and gentamicin biosynthesis"	4	2.051	0.19058	0.38239	-2.051	0.80545	1	3.4173	0.27846	0.37894	3	2.7299	0.41	0.64091	1	2.1064	0.28437	0.50287
"134"	"Natural killer cell mediated cytotoxicity"	99	10.595	1.5855e-06	9.9252e-06	-10.595	1	1	17.453	0.0010323	0.0030196	62	17.107	0.0014371	0.0058431	37	6.4052	0.36792	0.56728
"135"	"NOD-like receptor signaling pathway"	150	12.919	4.8108e-09	4.7055e-08	-12.704	1	1	23.486	1.9376e-06	1.213e-05	88	23.77	1.2582e-07	1.3885e-06	62	8.2119	0.37402	0.57106
"136"	"NF-kappa B signaling pathway"	93	17.532	6.7502e-13	1.5091e-11	-17.158	1	1	20.626	6.2951e-07	4.3786e-06	66	22.166	2.0449e-07	2.0383e-06	27	3.6249	0.73247	0.87438
