"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"43"	"Synaptic vesicle cycle"	59	1.0795	0.40232	0.60251	-1.0795	0.59997	1	-0.26672	0.82652	0.89516	32	0.16067	0.87413	0.92819	27	-0.56919	0.78683	1
"44"	"Sulfur relay system"	7	0.27892	0.49555	0.70211	-0.27892	0.50506	1	-0.19726	0.65461	0.77611	3	-0.043577	0.66579	0.81782	4	-0.22321	0.63275	1
"45"	"Sulfur metabolism"	10	-0.99294	0.82256	0.95711	0.99294	0.17688	1	0.98726	0.37937	0.54171	4	0.17643	0.65519	0.81119	6	1.1305	0.20105	0.74198
"46"	"Steroid hormone biosynthesis"	85	5.8616	0.00038019	0.0014691	-5.8616	0.99965	1	-0.60959	0.90313	0.95499	57	2.9298	0.492	0.68681	27	-3.7586	0.99974	1
"47"	"Steroid biosynthesis"	18	2.1699	0.1161	0.22318	-2.1699	0.88521	1	1.9584	0.2309	0.38443	11	2.3189	0.26726	0.46326	7	0.23357	0.49211	0.96349
"48"	"Starch and sucrose metabolism"	32	0.25732	0.60228	0.77898	-0.25732	0.39874	1	2.3727	0.17954	0.32113	12	3.4852	0.10022	0.22175	20	0.30167	0.47361	0.95337
"49"	"Staphylococcus aureus infection"	47	8.4201	1.0993e-07	7.8201e-07	-8.4201	1	1	6.0361	0.0012368	0.0049004	36	7.3506	0.00094399	0.0042075	11	-0.82068	0.7925	1
"50"	"Spliceosome"	127	6.4633	8.7456e-05	0.00036991	-5.5907	0.99921	1	5.3727	0.0093482	0.028135	80	6.72	0.033802	0.089374	46	1.2756	0.22354	0.77863
"51"	"Sphingolipid signaling pathway"	117	7.7548	2.6758e-06	1.551e-05	-7.541	1	1	7.6471	0.00012206	0.00068222	73	9.2782	0.00015457	0.00079058	44	0.519	0.46737	0.95318
"52"	"Sphingolipid metabolism"	44	6.2058	5.7987e-05	0.00025208	-5.8571	0.99986	1	5.0163	0.0074547	0.023569	30	6.323	0.0059139	0.019422	14	-0.36306	0.71162	1
"53"	"Small cell lung cancer"	81	4.6788	0.0042645	0.012592	-4.6788	0.99595	1	7.3213	0.00015747	0.00082682	49	7.3572	0.0027568	0.010363	32	2.5441	0.034965	0.30969
"54"	"Signaling pathways regulating pluripotency of stem cells"	133	5.2396	0.0022382	0.0070763	-5.2396	0.99791	1	2.2086	0.40989	0.5702	81	4.0895	0.33966	0.55657	52	-1.5718	0.95269	1
"55"	"Serotonergic synapse"	122	3.626	0.043223	0.10569	-3.626	0.9582	1	1.6274	0.53317	0.69374	66	3.4596	0.40368	0.61341	56	-1.3538	0.93357	1
"56"	"Selenocompound metabolism"	16	0.45961	0.47852	0.69341	-0.45961	0.52284	1	1.0766	0.38348	0.54262	8	0.88934	0.54375	0.73126	8	0.63314	0.34401	0.87908
"57"	"Salmonella infection"	76	11.698	8.6597e-14	2.7042e-12	-11.667	1	1	13.021	1.1113e-13	8.6962e-12	49	15.086	9.2704e-14	4.8206e-12	27	1.5228	0.16929	0.69054
"58"	"Salivary secretion"	74	0.46077	0.59512	0.77614	-0.46077	0.40682	1	-1.1495	0.94247	0.98004	33	0.26236	0.86346	0.92578	41	-1.7796	0.96827	1
"59"	"SNARE interactions in vesicular transport"	31	-0.32325	0.7172	0.85916	0.32325	0.28273	1	1.4567	0.35189	0.51468	14	0.48413	0.69297	0.82949	17	1.5278	0.13907	0.62096
"60"	"Ribosome biogenesis in eukaryotes"	77	6.3953	9.23e-05	0.0003852	-6.3953	0.99991	1	7.2287	0.0001303	0.00071552	46	9.2125	3.591e-05	0.00023838	31	0.17048	0.54182	0.97222
"61"	"Ribosome"	128	6.9822	1.8215e-05	8.9081e-05	-6.9822	0.99998	1	4.8298	0.024526	0.064566	91	5.5872	0.11369	0.24131	37	0.22105	0.55326	0.97449
"62"	"Riboflavin metabolism"	7	-1.4988	0.89364	1	1.4988	0.10588	0.89567	0.48484	0.4939	0.65919	2	-0.4939	0.7212	0.84338	5	0.88604	0.26579	0.81046
"63"	"Rheumatoid arthritis"	77	8.7108	5.9671e-08	4.6693e-07	-8.7108	1	1	5.5926	0.0046029	0.01566	49	9.3749	3.5631e-05	0.00023838	28	-3.1275	0.99766	1
"64"	"Retrograde endocannabinoid signaling"	133	0.95512	0.55402	0.74106	-0.95512	0.44884	1	0.41322	0.83014	0.89598	65	1.2812	0.84888	0.92358	68	-0.67471	0.8284	1
"65"	"Retinol metabolism"	86	6.2406	9.552e-05	0.00039339	-6.2406	0.99992	1	3.2594	0.12216	0.24511	54	6.0127	0.02914	0.079058	31	-1.0324	0.86061	1
"66"	"Renin-angiotensin system"	27	0.49474	0.52393	0.71778	-0.49474	0.4774	1	-1.9379	0.95873	0.98833	12	-0.44562	0.85846	0.92358	15	-2.2014	0.98639	1
"67"	"Renin secretion"	65	0.74511	0.50201	0.70461	-0.74511	0.50024	1	0.77927	0.62563	0.7531	25	3.8793	0.12918	0.26869	39	-0.78534	0.83924	1
"68"	"Renal cell carcinoma"	63	8.8159	1.4068e-08	1.295e-07	-8.8159	1	1	8.1163	8.0522e-06	6.0008e-05	44	9.75	1.2836e-05	0.00010269	19	-0.057996	0.59279	1
"69"	"Regulation of lipolysis in adipocytes"	52	0.16595	0.6476	0.81385	-0.16596	0.35394	1	0.8602	0.55811	0.71529	23	1.0345	0.66418	0.81782	29	0.23056	0.53034	0.97222
"70"	"Regulation of actin cytoskeleton"	207	14.156	0	0	-14.156	1	1	13.952	4.3188e-14	6.7589e-12	134	17.307	2.2204e-16	3.4639e-14	73	0.045784	0.6502	1
"71"	"Ras signaling pathway"	218	9.1577	2.3968e-08	2.0275e-07	-9.1577	1	1	9.3625	1.7419e-06	1.6522e-05	129	11.916	2.2572e-06	2.4284e-05	89	0.30714	0.56739	0.98262
"72"	"Rap1 signaling pathway"	206	10.858	2.5016e-11	3.915e-10	-10.858	1	1	11.381	1.0265e-08	1.6911e-07	124	14.244	2.293e-09	4.2084e-08	82	0.52235	0.50813	0.97222
"73"	"RNA transport"	161	0.45525	0.71426	0.85916	-0.45525	0.28786	1	5.837	0.009455	0.028185	72	6.0235	0.049309	0.1221	88	3.3218	0.012345	0.18989
"74"	"RNA polymerase"	28	-0.32409	0.70796	0.85888	0.32409	0.29251	1	2.7414	0.11474	0.2332	13	1.9564	0.35773	0.57237	15	1.9241	0.068514	0.41646
"75"	"RNA degradation"	75	0.7255	0.52744	0.71778	-0.7255	0.47442	1	5.1326	0.011682	0.034126	36	4.6857	0.068085	0.16216	39	2.6157	0.029996	0.29435
"76"	"RIG-I-like receptor signaling pathway"	54	3.5212	0.028543	0.072633	-3.5212	0.97211	1	2.8274	0.16214	0.30285	31	4.0357	0.14508	0.29777	23	-0.35298	0.69851	1
"77"	"Pyruvate metabolism"	36	-2.7151	0.99009	1	2.7151	0.0099678	0.24	0.4448	0.63039	0.7531	7	0.46492	0.64181	0.8042	29	0.26717	0.5185	0.97222
"78"	"Pyrimidine metabolism"	100	1.0458	0.4896	0.70211	-0.95218	0.48494	1	7.4516	8.1873e-05	0.00048352	43	7.4024	0.0014133	0.0057265	57	3.4404	0.0057723	0.14167
"79"	"Purine metabolism"	173	-1.9392	0.98406	1	1.9392	0.015897	0.31098	6.9433	0.0015581	0.0059473	63	6.4402	0.021291	0.059844	110	3.8336	0.0038007	0.13091
"80"	"Proximal tubule bicarbonate reclamation"	21	-0.65541	0.75552	0.89236	0.65541	0.24459	1	0.24342	0.6171	0.75076	11	-0.88624	0.88882	0.93686	10	1.2822	0.20039	0.74198
"81"	"Proteoglycans in cancer"	197	13.302	0	0	-13.196	1	1	13.609	7.8415e-13	3.068e-11	119	17.412	2.3315e-15	2.4247e-13	78	0.12077	0.64599	1
"82"	"Protein processing in endoplasmic reticulum"	157	6.8208	3.0607e-05	0.00013884	-5.9561	0.99967	1	7.4893	0.00025986	0.0012513	81	9.9985	3.2238e-05	0.00022352	76	0.44206	0.51957	0.97222
"83"	"Protein export"	25	-0.36841	0.71865	0.85916	0.36841	0.28156	1	-0.63121	0.81284	0.88987	11	-0.7946	0.87852	0.92914	14	-0.13915	0.64328	1
"84"	"Protein digestion and absorption"	85	5.329	0.0013236	0.004503	-5.329	0.99878	1	1.8193	0.42541	0.58917	52	3.975	0.24599	0.43361	33	-2.0699	0.97488	1
"85"	"Proteasome"	45	0.45496	0.56601	0.75069	-0.45496	0.43622	1	0.95304	0.52654	0.69247	19	2.1909	0.36737	0.57889	26	-0.61912	0.77928	1
"86"	"Prostate cancer"	85	5.8143	0.00042677	0.0016094	-5.8143	0.99961	1	5.2094	0.011775	0.034126	51	7.2868	0.0034904	0.012517	34	-0.68762	0.81514	1
"87"	"Propanoate metabolism"	30	-5.5726	0.99997	1	5.5726	2.3682e-05	0.0024708	2.0983	0.22828	0.38443	2	-1.7678	0.91321	0.94658	28	2.6444	0.027046	0.29435
"88"	"Prolactin signaling pathway"	67	4.6531	0.0039519	0.011781	-4.6531	0.99628	1	3.6031	0.07178	0.16163	43	4.4371	0.11048	0.23772	24	0.080916	0.5773	0.99423
"89"	"Progesterone-mediated oocyte maturation"	81	-0.3141	0.78198	0.92015	0.3141	0.21903	1	1.1865	0.59898	0.74103	38	0.65753	0.82059	0.92095	43	1.0103	0.31114	0.83873
"90"	"Prion diseases"	33	8.1712	7.3714e-08	5.6274e-07	-7.2763	1	1	5.471	0.0016804	0.006337	25	6.6439	0.0030807	0.011443	8	-0.63331	0.75359	1
"91"	"Primary immunodeficiency"	34	2.5072	0.081857	0.16746	-2.5072	0.91949	1	1.6445	0.32494	0.48484	23	1.3622	0.59308	0.75964	11	0.92154	0.24514	0.79914
"92"	"Primary bile acid biosynthesis"	15	2.17	0.13066	0.24489	-2.17	0.8708	1	2.0852	0.17532	0.3172	8	3.2675	0.11166	0.23862	7	-0.44073	0.70912	1
"93"	"Porphyrin and chlorophyll metabolism"	40	3.0136	0.049747	0.11977	-3.0136	0.95172	1	1.263	0.44335	0.60334	20	4.346	0.049305	0.1221	19	-0.74295	0.78605	1
"94"	"Platinum drug resistance"	75	1.0243	0.44055	0.64436	-1.0243	0.56155	1	3.7433	0.078159	0.17228	39	2.805	0.39562	0.60804	36	2.4834	0.036301	0.31259
"95"	"Platelet activation"	119	7.1716	1.2445e-05	6.2826e-05	-7.1716	0.99999	1	5.6844	0.0095469	0.02819	77	7.1714	0.013403	0.039827	42	-0.14183	0.68312	1
"96"	"Phototransduction"	25	1.3963	0.26087	0.41239	-1.3963	0.74083	1	-1.1988	0.89273	0.94721	11	1.2796	0.4904	0.68681	14	-2.7363	0.99508	1
"97"	"Phosphonate and phosphinate metabolism"	5	-0.684	0.72192	0.85916	0.684	0.27801	1	0.091923	0.56373	0.71726	2	-0.47613	0.71756	0.84338	3	0.50743	0.37541	0.88387
"98"	"Phospholipase D signaling pathway"	141	7.5889	4.9308e-06	2.6609e-05	-7.3939	0.99999	1	6.5888	0.0022104	0.0079525	78	9.9566	4.3928e-05	0.00026874	63	-1.2217	0.92219	1
"99"	"Phosphatidylinositol signaling system"	94	-0.52626	0.83621	0.96581	0.52626	0.16455	1	3.848	0.064156	0.14765	41	3.2355	0.31171	0.52889	53	2.2789	0.054879	0.37806
"100"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	6	0.10444	0.53821	0.723	-0.10444	0.46186	1	-2.3517	0.95854	0.98833	2	-0.97543	0.81033	0.91603	4	-2.1905	0.97915	1
"101"	"Phenylalanine metabolism"	21	2.5054	0.074405	0.1563	-2.5054	0.92658	1	-0.24067	0.72498	0.83734	12	1.8832	0.37407	0.58648	9	-2.5422	0.9868	1
"102"	"Phagosome"	161	8.8941	4.8259e-08	3.8731e-07	-8.8941	1	1	7.9182	0.00014396	0.00077688	96	10.746	1.9895e-05	0.00014779	65	-0.59717	0.81782	1
"103"	"Pertussis"	71	9.1777	2.5887e-09	2.6137e-08	-9.1777	1	1	9.2869	1.644e-07	2.3389e-06	46	11	2.3384e-07	2.9183e-06	25	0.72933	0.37504	0.88387
"104"	"Peroxisome"	82	-5.8714	1	1	5.8714	1.9584e-06	0.00043337	3.8151	0.076888	0.17068	23	-0.02863	0.84974	0.92358	59	4.5155	0.00050315	0.051851
"105"	"Pentose phosphate pathway"	29	2.214	0.12834	0.24199	-2.214	0.87302	1	0.57961	0.55989	0.71529	18	1.0026	0.63855	0.80334	11	-0.34137	0.65582	1
"106"	"Pentose and glucuronate interconversions"	33	4.3065	0.0048514	0.014191	-4.3065	0.9953	1	1.8423	0.27952	0.43527	18	5.4566	0.0092716	0.029813	14	-1.1646	0.89276	1
"107"	"Pathways in cancer"	382	10.509	4.1625e-10	5.0111e-09	-10.509	1	1	13.589	1.604e-10	4.564e-09	211	16.802	3.5203e-12	1.2204e-10	171	1.646	0.23332	0.78846
"108"	"Parkinson disease"	123	-0.3122	0.83568	0.96581	0.3122	0.16455	1	-2.1285	0.99294	1	62	-2.4332	0.99946	1	61	-0.56947	0.79556	1
"109"	"Pantothenate and CoA biosynthesis"	17	-0.39202	0.72163	0.85916	0.39202	0.27858	1	2.8567	0.089324	0.19291	7	2.51	0.19773	0.38029	10	1.6246	0.13212	0.60233
"110"	"Pancreatic secretion"	93	2.0627	0.20872	0.35505	-2.0627	0.79473	1	-2.858	0.99796	1	44	1.0968	0.79254	0.89917	48	-3.8433	0.99977	1
"111"	"Pancreatic cancer"	63	4.4208	0.0066525	0.018929	-4.4208	0.99374	1	6.3854	0.0006248	0.0026075	36	7.1596	0.0013884	0.0056997	27	1.4866	0.17704	0.70362
"112"	"PPAR signaling pathway"	79	2.16	0.19085	0.3353	-2.16	0.81273	1	5.1068	0.01355	0.037531	45	4.3631	0.14735	0.29852	34	2.7649	0.0248	0.29435
"113"	"PI3K-Akt signaling pathway"	317	12.389	9.5035e-14	2.7042e-12	-12.389	1	1	13.3	1.2557e-11	4.3671e-10	194	15.906	4.9227e-11	1.2799e-09	123	1.3747	0.27284	0.81046
"114"	"Oxytocin signaling pathway"	146	5.3614	0.0023307	0.0072228	-5.3614	0.99778	1	6.0642	0.0054582	0.017983	77	8.408	0.001671	0.006684	68	0.93426	0.35149	0.88229
"115"	"Oxidative phosphorylation"	113	-0.93306	0.90861	1	0.93306	0.091716	0.86991	-1.838	0.98497	1	53	-2.2192	0.99848	1	60	-0.43663	0.77683	1
"116"	"Ovarian steroidogenesis"	52	1.6632	0.24158	0.38777	-1.6632	0.76093	1	0.54653	0.63506	0.7558	25	2.0044	0.48435	0.68681	27	-1.1703	0.90303	1
"117"	"Other types of O-glycan biosynthesis"	21	-0.29217	0.67239	0.83185	0.29217	0.32801	1	-1.4032	0.90621	0.95503	7	1.1075	0.49289	0.68681	13	-0.31924	0.66753	1
"118"	"Other glycan degradation"	15	-2.5874	0.97883	1	2.5874	0.020881	0.32679	0.59398	0.49042	0.65881	4	-1.1044	0.87464	0.92819	11	1.3596	0.14271	0.62096
"119"	"Osteoclast differentiation"	120	11.432	8.3267e-15	3.2578e-13	-11.432	1	1	11.932	3.9805e-10	9.5837e-09	79	13.876	2.1622e-10	4.8186e-09	41	1.1523	0.27525	0.81046
"120"	"Oocyte meiosis"	107	0.58585	0.60833	0.78357	-0.58585	0.39339	1	2.3266	0.32783	0.48631	54	1.6228	0.74386	0.85972	53	1.6678	0.14409	0.62096
"121"	"One carbon pool by folate"	18	-0.087179	0.63318	0.80909	0.087179	0.36709	1	1.8299	0.25531	0.41091	9	0.93458	0.55861	0.74481	9	1.6532	0.1084	0.56811
"122"	"Olfactory transduction"	656	2.1823	0.56594	0.75069	-2.1823	0.4415	1	-16.667	1	1	336	-10.778	1	1	320	-12.82	1	1
"123"	"Nucleotide excision repair"	42	-4.1811	0.9998	1	4.1811	0.00018005	0.014089	5.0919	0.0048906	0.01646	13	1.8212	0.38679	0.59742	29	4.9085	9.8787e-05	0.015312
"124"	"Notch signaling pathway"	48	1.8379	0.19282	0.3353	-1.8379	0.80991	1	2.0627	0.28936	0.44181	24	3.6494	0.1391	0.28741	24	-0.73229	0.80093	1
"125"	"Non-small cell lung cancer"	57	1.7066	0.2443	0.39013	-1.7066	0.76018	1	5.9098	0.0019357	0.007128	30	5.0545	0.037588	0.096678	27	3.2588	0.007949	0.15854
"126"	"Non-homologous end-joining"	11	-2.4219	0.96702	1	2.4219	0.031947	0.38651	1.6614	0.24061	0.39637	2	0.49921	0.49309	0.68681	9	1.6014	0.11654	0.58272
"127"	"Non-alcoholic fatty liver disease (NAFLD)"	139	4.2034	0.018418	0.048041	-4.2034	0.98239	1	4.6221	0.043471	0.10308	82	4.7317	0.20862	0.38976	57	1.5425	0.18394	0.71399
"128"	"Nitrogen metabolism"	16	1.3796	0.24123	0.38777	-1.3796	0.76105	1	0.10292	0.60882	0.74438	10	0.22893	0.70344	0.83768	6	-0.12749	0.58864	1
"129"	"Nicotine addiction"	35	-0.2417	0.72536	0.85999	0.2417	0.27528	1	-2.2684	0.97806	1	15	-1.2613	0.94646	0.96818	20	-1.9085	0.96499	1
"130"	"Nicotinate and nicotinamide metabolism"	32	0.50258	0.53621	0.723	-0.50258	0.46513	1	4.9763	0.0051917	0.017287	16	3.5649	0.10983	0.23772	16	3.4727	0.0028193	0.10925
"131"	"Neurotrophin signaling pathway"	118	5.574	0.0004227	0.0016094	-5.574	0.9996	1	7.6714	0.00011157	0.00063494	71	8.0197	0.0021736	0.0082702	47	2.2986	0.065748	0.40764
"132"	"Neuroactive ligand-receptor interaction"	238	3.0083	0.14851	0.27343	-3.0083	0.85532	1	-2.2482	0.99896	1	120	0.72186	0.97398	0.98887	118	-3.9208	0.99994	1
"133"	"Neomycin, kanamycin and gentamicin biosynthesis"	4	0.8919	0.30061	0.4658	-0.8919	0.69943	1	0.58258	0.43211	0.59582	2	1.2095	0.32668	0.54798	2	-0.3856	0.65879	1
"134"	"Natural killer cell mediated cytotoxicity"	99	5.485	0.00098281	0.0034957	-5.485	0.9991	1	4.5872	0.028309	0.073229	61	5.936	0.041209	0.10453	38	-0.1167	0.65671	1
"135"	"NOD-like receptor signaling pathway"	150	7.9711	1.1069e-06	7.0709e-06	-7.9711	1	1	9.5818	2.5604e-07	3.2057e-06	88	10.931	8.0544e-06	6.9805e-05	62	1.881	0.12225	0.58304
"136"	"NF-kappa B signaling pathway"	93	9.777	3.4691e-10	4.721e-09	-9.777	1	1	10.136	1.8296e-08	2.727e-07	65	10.795	4.1453e-06	3.8039e-05	28	2.0253	0.078375	0.44892
"137"	"N-Glycan biosynthesis"	48	0.20159	0.63331	0.80909	-0.20159	0.36833	1	0.80754	0.58774	0.73584	21	2.0665	0.4438	0.65314	26	0.85006	0.33976	0.87908
