"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"32"	"Thiamine metabolism"	13	-0.97709	0.81182	1	0.97709	0.18818	0.51667	-0.36995	0.34786	0.50175	6	-1.1219	0.64466	0.8072	7	0.53448	0.26445	0.54466
"33"	"Th17 cell differentiation"	97	-1.4644	0.88722	1	1.4644	0.11278	0.39663	0.99933	0.0045456	0.02062	44	-0.1759	0.051218	0.17	53	1.5122	0.045384	0.2054
"34"	"Th1 and Th2 cell differentiation"	84	-2.3417	0.98603	1	2.3417	0.01397	0.1286	-0.48025	0.11974	0.23218	36	-1.8043	0.51646	0.69276	48	0.92727	0.12924	0.35569
"35"	"Terpenoid backbone biosynthesis"	21	2.2289	0.0073188	0.22714	-2.2289	0.99268	1	0.72013	0.075429	0.15808	16	0.64067	0.047329	0.16589	5	0.32976	0.33625	0.6081
"36"	"Taurine and hypotaurine metabolism"	10	2.0301	0.014721	0.27228	-2.0301	0.98528	1	-0.0098872	0.29007	0.43951	7	1.1014	0.048006	0.16589	3	-1.7005	0.92253	1
"37"	"Taste transduction"	54	-1.0133	0.78728	1	1.0133	0.21272	0.54695	-3.32	0.90318	0.95829	27	-3.6829	0.97938	1	27	-1.0123	0.76327	0.91651
"38"	"TNF signaling pathway"	105	0.20626	0.31605	1	-0.20626	0.68395	0.94306	0.54834	0.0097043	0.037655	54	0.73352	0.0032945	0.02499	51	0.03201	0.34003	0.61127
"39"	"TGF-beta signaling pathway"	80	0.1555	0.32313	1	-0.1555	0.67687	0.93983	-0.30512	0.073648	0.15789	39	0.34925	0.02045	0.097847	41	-0.76683	0.65503	0.85594
"40"	"T cell receptor signaling pathway"	100	-0.51475	0.58769	1	0.51475	0.41231	0.73473	0.45535	0.013897	0.04871	54	-0.74961	0.091528	0.23525	46	1.4836	0.050394	0.21415
"41"	"Systemic lupus erythematosus"	120	-2.5728	0.99237	1	2.5728	0.0076297	0.099504	-9.1009	1	1	52	-5.6968	0.99952	1	62	-1.1885	0.75318	0.91563
"42"	"Synthesis and degradation of ketone bodies"	9	-0.6247	0.71374	1	0.6247	0.28626	0.62658	-1.8562	0.81731	0.90077	3	-1.0821	0.68598	0.83992	6	-1.5082	0.88966	0.99575
"43"	"Synaptic vesicle cycle"	59	0.18405	0.32761	1	-0.18405	0.67239	0.93983	-0.80397	0.21563	0.3625	31	-0.81721	0.23099	0.42356	28	-0.30717	0.50761	0.75119
"44"	"Sulfur relay system"	7	-0.039059	0.48768	1	0.039059	0.51232	0.83994	-2.2877	0.89669	0.95464	4	-1.8493	0.87109	0.96342	3	-1.3592	0.87038	0.99518
"45"	"Sulfur metabolism"	10	0.32373	0.33343	1	-0.32373	0.66657	0.93983	-0.41612	0.4104	0.56214	7	-0.96009	0.5609	0.74547	3	0.70682	0.25712	0.53667
"46"	"Steroid hormone biosynthesis"	85	-0.22982	0.45149	1	0.22982	0.54851	0.86222	-7.4654	1	1	37	-3.9436	0.97647	1	47	-5.343	1	1
"47"	"Steroid biosynthesis"	18	-1.9853	0.97037	1	1.9853	0.029628	0.20608	-0.33652	0.3148	0.4626	5	-1.4216	0.74934	0.88275	13	0.48565	0.28557	0.58
"48"	"Starch and sucrose metabolism"	32	-0.50988	0.63017	1	0.50988	0.36983	0.69884	-0.99183	0.38791	0.53962	15	-0.7265	0.36049	0.539	17	-0.67835	0.69103	0.87351
"49"	"Staphylococcus aureus infection"	47	-4.5095	1	1	4.5095	2.3608e-06	0.00036946	1.9214	0.0032389	0.01536	15	-1.7539	0.71843	0.86601	32	3.5294	0.00040383	0.031398
"50"	"Spliceosome"	127	2.6996	0.0011572	0.045277	-2.6996	0.99884	1	-2.5764	0.49748	0.63816	74	0.058042	0.0062664	0.039772	52	-2.9571	0.98933	1
"51"	"Sphingolipid signaling pathway"	117	-0.25223	0.46995	1	0.25223	0.53005	0.8508	1.4607	0.00080966	0.0065101	58	1.1198	0.00099001	0.010021	59	0.94673	0.11673	0.33547
"52"	"Sphingolipid metabolism"	44	-1.276	0.86291	1	1.276	0.13709	0.43555	-0.31774	0.18182	0.32153	17	-0.11343	0.16429	0.34584	27	-0.31561	0.52659	0.76749
"53"	"Small cell lung cancer"	81	-1.4515	0.89957	1	1.4515	0.10043	0.37421	1.4888	0.0019542	0.01178	35	0.74663	0.0095118	0.053785	46	1.3243	0.066403	0.25814
"54"	"Signaling pathways regulating pluripotency of stem cells"	133	-0.82747	0.69555	1	0.82747	0.30445	0.63529	1.3619	0.00088725	0.0066121	69	-0.55686	0.040923	0.15172	64	2.5414	0.003548	0.06445
"55"	"Serotonergic synapse"	122	-0.75295	0.66876	1	0.75295	0.33124	0.6562	-2.708	0.55585	0.68228	57	-2.2928	0.50315	0.68934	65	-1.5629	0.82164	0.95704
"56"	"Selenocompound metabolism"	16	0.2584	0.35416	1	-0.2584	0.64584	0.93156	-0.88685	0.48799	0.62878	7	0.22746	0.18569	0.36783	9	-1.3831	0.85643	0.98284
"57"	"Salmonella infection"	76	-1.2159	0.8507	1	1.2159	0.1493	0.43984	0.7722	0.014566	0.049558	30	1.0642	0.0073113	0.045476	46	0.13316	0.31871	0.58786
"58"	"Salivary secretion"	74	-1.5418	0.90982	1	1.5418	0.090183	0.36189	1.4831	0.0028051	0.013937	33	0.25897	0.036623	0.14237	41	1.7602	0.032431	0.1903
"59"	"SNARE interactions in vesicular transport"	31	0.50779	0.24808	1	-0.50779	0.75192	0.97023	-0.92434	0.38607	0.53947	15	0.038641	0.146	0.32666	16	-1.324	0.84623	0.97473
"60"	"Ribosome biogenesis in eukaryotes"	77	1.7078	0.021986	0.30566	-1.7078	0.97801	1	-2.5564	0.66979	0.79111	50	-2.0445	0.49416	0.68002	27	-1.535	0.88581	0.99575
"61"	"Ribosome"	128	-0.77165	0.67464	1	0.77165	0.32536	0.6562	-3.1649	0.68541	0.8035	62	-2.9691	0.73409	0.87472	66	-1.5298	0.84018	0.97473
"62"	"Riboflavin metabolism"	7	-0.22036	0.55915	1	0.22036	0.44085	0.77088	1.1737	0.078315	0.16042	4	0.26378	0.21162	0.4013	3	1.4882	0.092479	0.30275
"63"	"Rheumatoid arthritis"	77	-2.8791	0.99581	1	2.8791	0.0041881	0.065544	0.58128	0.022054	0.065122	25	0.1796	0.065243	0.19243	52	0.58282	0.21071	0.47757
"64"	"Retrograde endocannabinoid signaling"	133	-1.1483	0.80504	1	1.1483	0.19496	0.53062	-1.8971	0.29066	0.43951	67	-2.8381	0.63752	0.8027	66	0.16644	0.30992	0.58786
"65"	"Retinol metabolism"	86	-0.72798	0.67083	1	0.72798	0.32917	0.6562	-6.6462	0.99983	1	40	-4.5172	0.99384	1	45	-3.7053	0.99897	1
"66"	"Renin-angiotensin system"	27	0.42189	0.2821	1	-0.42189	0.7179	0.96353	-3.711	0.98076	1	14	-2.0359	0.79599	0.92508	13	-3.2354	0.99727	1
"67"	"Renin secretion"	65	-1.179	0.85882	1	1.179	0.14118	0.43752	0.70234	0.020214	0.062028	29	0.51444	0.027105	0.11873	35	1.8765	0.026088	0.17262
"68"	"Renal cell carcinoma"	63	1.3313	0.057107	0.49168	-1.3313	0.94289	1	0.82691	0.016635	0.053131	37	0.90258	0.0079195	0.047364	26	0.21047	0.3314	0.60628
"69"	"Regulation of lipolysis in adipocytes"	52	-0.90547	0.75773	1	0.90547	0.24227	0.58324	0.76251	0.029336	0.080918	26	-0.26162	0.11819	0.28494	26	1.34	0.075959	0.2801
"70"	"Regulation of actin cytoskeleton"	207	-1.6294	0.8912	1	1.6294	0.1088	0.39145	0.41863	0.001957	0.01178	105	-1.7524	0.11364	0.27611	102	2.3744	0.0043352	0.06621
"71"	"Ras signaling pathway"	218	-0.89527	0.65579	1	0.89527	0.34421	0.66918	1.6735	5.6362e-05	0.001357	108	0.39818	0.00036785	0.0052001	110	1.9613	0.012822	0.11456
"72"	"Rap1 signaling pathway"	206	-4.1247	0.99996	1	4.1247	3.6189e-05	0.0025412	2.2695	3.1631e-06	0.00099006	85	-0.6789	0.029176	0.1229	121	3.5302	9.6499e-05	0.019539
"73"	"RNA transport"	161	3.2595	7.1126e-05	0.011131	-3.2595	0.99993	1	-0.97199	0.062354	0.14041	92	0.94304	0.00020542	0.0035492	68	-1.597	0.84601	0.97473
"74"	"RNA polymerase"	28	-0.82068	0.75611	1	0.82068	0.24389	0.58324	-0.6582	0.34762	0.50175	12	-1.3551	0.63118	0.8027	16	0.30287	0.35015	0.61592
"75"	"RNA degradation"	75	2.6832	0.0011221	0.045277	-2.6832	0.99888	1	-2.9588	0.77628	0.87156	49	-1.4908	0.30397	0.47745	26	-2.9786	0.9913	1
"76"	"RIG-I-like receptor signaling pathway"	54	0.32617	0.27869	1	-0.32617	0.72131	0.96353	0.64353	0.038266	0.094308	30	-0.06767	0.075344	0.20733	24	1.0409	0.12437	0.34572
"77"	"Pyruvate metabolism"	36	0.1605	0.36785	1	-0.1605	0.63215	0.9263	0.51528	0.070975	0.15427	19	0.28248	0.08239	0.22281	17	0.45121	0.30729	0.58786
"78"	"Pyrimidine metabolism"	100	-3.2064	0.9982	1	3.2064	0.0018007	0.037575	-0.49173	0.075759	0.15808	37	-2.1769	0.64887	0.8072	63	1.0488	0.082569	0.28297
"79"	"Purine metabolism"	173	-1.9743	0.95006	1	1.9743	0.049942	0.27914	-0.11972	0.010209	0.038497	80	-1.7744	0.18361	0.36783	93	1.4824	0.034428	0.1941
"80"	"Proximal tubule bicarbonate reclamation"	21	0.2902	0.32808	1	-0.2902	0.67192	0.93983	-0.089804	0.2128	0.36003	11	0.054717	0.19206	0.37573	10	-0.18753	0.50094	0.75119
"81"	"Proteoglycans in cancer"	197	-0.739	0.64853	1	0.739	0.35147	0.6749	2.0703	1.0179e-05	0.0010011	97	0.66312	0.00072517	0.0090211	100	2.2526	0.0076566	0.086604
"82"	"Protein processing in endoplasmic reticulum"	157	4.0736	1.5469e-06	0.00048419	-4.0736	1	1	0.1595	0.009865	0.037655	105	0.9249	0.00016709	0.0032478	52	-1.0371	0.73147	0.90273
"83"	"Protein export"	25	1.5391	0.042748	0.42791	-1.5391	0.95725	1	-1.9893	0.76468	0.8672	20	-1.9753	0.72644	0.86961	5	-0.49748	0.63281	0.84707
"84"	"Protein digestion and absorption"	85	-0.38568	0.51165	1	0.38568	0.48835	0.81739	-2.0716	0.52697	0.66508	44	-2.2898	0.62182	0.80243	41	-0.6107	0.60265	0.82961
"85"	"Proteasome"	45	2.7689	0.0010221	0.045277	-2.7689	0.99898	1	-2.5075	0.77745	0.87156	30	0.21596	0.045627	0.16481	15	-4.6485	0.99995	1
"86"	"Prostate cancer"	85	-0.58193	0.58686	1	0.58193	0.41314	0.73473	-0.59897	0.12815	0.24339	40	-0.91178	0.17695	0.36205	45	0.036429	0.35436	0.61592
"87"	"Propanoate metabolism"	30	1.9683	0.015721	0.27228	-1.9683	0.98428	1	0.94786	0.035568	0.090509	21	0.66051	0.028664	0.1229	9	0.7216	0.21942	0.48449
"88"	"Prolactin signaling pathway"	67	-0.61405	0.67077	1	0.61405	0.32923	0.6562	0.67166	0.021349	0.063698	34	-0.13576	0.072363	0.20275	33	1.0948	0.10056	0.31911
"89"	"Progesterone-mediated oocyte maturation"	81	-0.71486	0.69599	1	0.71486	0.30401	0.63529	-1.0186	0.20553	0.35273	38	-1.085	0.24667	0.43846	43	-0.378	0.50316	0.75119
"90"	"Prion diseases"	33	-1.5872	0.92542	1	1.5872	0.074578	0.32804	-0.36111	0.231	0.38255	14	-0.96291	0.43098	0.6065	19	0.35066	0.29884	0.58453
"91"	"Primary immunodeficiency"	34	-3.2647	0.99925	1	3.2647	0.00075074	0.019582	0.89844	0.041472	0.099851	12	-1.9511	0.81386	0.93399	22	2.5579	0.0075303	0.086604
"92"	"Primary bile acid biosynthesis"	15	0.84941	0.15475	0.83985	-0.84941	0.84525	1	-0.091104	0.24982	0.3951	11	-0.40697	0.32304	0.4949	4	0.49847	0.28907	0.58
"93"	"Porphyrin and chlorophyll metabolism"	40	-0.013644	0.43444	1	0.013644	0.56556	0.87202	-4.6576	0.99556	1	20	-2.5021	0.86284	0.96342	19	-2.3074	0.96944	1
"94"	"Platinum drug resistance"	75	-2.4565	0.98649	1	2.4565	0.013513	0.12817	-2.0778	0.51876	0.66005	31	-3.1054	0.90831	0.97229	44	-0.10613	0.42282	0.68889
"95"	"Platelet activation"	119	-2.3155	0.97902	1	2.3155	0.020976	0.16414	1.5508	0.0006937	0.0062037	52	-0.2075	0.038067	0.14616	67	2.2496	0.0077971	0.086604
"96"	"Phototransduction"	25	-1.1843	0.85388	1	1.1843	0.14612	0.43984	-1.8543	0.72908	0.84152	11	-2.5435	0.9255	0.98322	14	-0.22341	0.50965	0.75119
"97"	"Phosphonate and phosphinate metabolism"	5	-1.1402	0.86035	1	1.1402	0.13965	0.43711	2.2107	0.015614	0.050909	1	1.9867	0.012451	0.064536	4	1.4783	0.076555	0.2801
"98"	"Phospholipase D signaling pathway"	141	-2.0748	0.95131	1	2.0748	0.048687	0.27795	0.7651	0.0024278	0.012988	69	-1.4175	0.17488	0.36205	72	2.4584	0.0065168	0.086604
"99"	"Phosphatidylinositol signaling system"	94	0.34874	0.27222	1	-0.34874	0.72778	0.96524	2.7549	4.288e-05	0.0013422	53	1.3473	0.00091863	0.0098515	41	2.6396	0.0043006	0.06621
"100"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	6	0.87279	0.16099	0.83985	-0.87279	0.83901	1	-1.687	0.82725	0.90534	5	-1.1803	0.67344	0.83017	1	-1.493	0.91538	1
"101"	"Phenylalanine metabolism"	21	-1.6321	0.93747	1	1.6321	0.062526	0.31565	1.6776	0.014162	0.04871	12	-0.736	0.40363	0.58386	9	3.4124	0.00088955	0.032233
"102"	"Phagosome"	161	-1.7703	0.93021	1	1.7703	0.069792	0.32804	-0.57179	0.031443	0.084117	68	-0.74298	0.053261	0.17076	93	-0.11701	0.35352	0.61592
"103"	"Pertussis"	71	-2.4164	0.98883	1	2.4164	0.011166	0.12052	-0.43639	0.1283	0.24339	32	-2.0518	0.63068	0.8027	39	1.2698	0.083154	0.28297
"104"	"Peroxisome"	82	0.3932	0.26218	1	-0.3932	0.73782	0.96626	-1.6971	0.39255	0.54367	45	-1.2791	0.25033	0.43846	37	-1.1158	0.74788	0.91563
"105"	"Pentose phosphate pathway"	29	0.78435	0.15584	0.83985	-0.78435	0.84416	1	-0.8844	0.41307	0.56214	17	-0.67926	0.31877	0.49078	12	-0.56637	0.64031	0.85029
"106"	"Pentose and glucuronate interconversions"	33	0.11575	0.37658	1	-0.11575	0.62342	0.9263	-5.6902	0.99963	1	18	-3.3501	0.98131	1	14	-2.7434	0.9877	1
"107"	"Pathways in cancer"	382	-2.7709	0.98914	1	2.7709	0.010855	0.12052	0.63386	1.9213e-05	0.0012028	170	-0.61589	0.0014519	0.012901	212	1.4024	0.033759	0.1941
"108"	"Parkinson disease"	123	0.049781	0.36076	1	-0.049781	0.63924	0.9263	-2.8164	0.55548	0.68228	70	-3.0437	0.70022	0.85065	53	-0.79262	0.64516	0.85029
"109"	"Pantothenate and CoA biosynthesis"	17	-0.69077	0.73305	1	0.69077	0.26695	0.61254	-0.7494	0.42874	0.57104	9	-1.6138	0.74561	0.88169	8	0.61927	0.25012	0.52559
"110"	"Pancreatic secretion"	93	1.5231	0.032354	0.37507	-1.5231	0.96765	1	-2.1248	0.48816	0.62878	58	-1.4851	0.23615	0.42699	34	-0.16658	0.44469	0.71288
"111"	"Pancreatic cancer"	63	-0.68232	0.70388	1	0.68232	0.29612	0.63051	1.6793	0.0024482	0.012988	32	0.43343	0.024084	0.107	31	1.9536	0.023949	0.16191
"112"	"PPAR signaling pathway"	79	-0.77774	0.70604	1	0.77774	0.29396	0.6302	-1.6176	0.35918	0.51102	37	-1.5201	0.41534	0.59623	42	-0.79175	0.65202	0.8556
"113"	"PI3K-Akt signaling pathway"	317	-1.6532	0.87328	1	1.6532	0.12672	0.42195	-0.43332	0.0020459	0.011914	145	-0.94974	0.0076027	0.046361	172	0.28374	0.17772	0.43867
"114"	"Oxytocin signaling pathway"	146	-0.65582	0.6253	1	0.65582	0.3747	0.70229	0.43997	0.0053031	0.023054	75	-0.2933	0.015152	0.07725	70	1.9202	0.016879	0.1346
"115"	"Oxidative phosphorylation"	113	0.4244	0.20882	1	-0.4244	0.79118	0.99056	-2.5906	0.55503	0.68228	60	-1.6421	0.25953	0.44388	53	-2.0355	0.93124	1
"116"	"Ovarian steroidogenesis"	52	-0.01156	0.41398	1	0.01156	0.58602	0.88611	0.76983	0.028958	0.080918	33	-1.1044	0.2916	0.47745	19	2.729	0.0037302	0.06445
"117"	"Other types of O-glycan biosynthesis"	21	-1.0928	0.83613	1	1.0928	0.16387	0.46209	-1.2471	0.5467	0.68174	9	-0.059371	0.22923	0.42356	11	0.80591	0.17308	0.43063
"118"	"Other glycan degradation"	15	-2.3415	0.99015	1	2.3415	0.0098542	0.11863	-1.2678	0.59955	0.72357	3	-1.4626	0.79921	0.92508	12	-0.68616	0.6796	0.86621
"119"	"Osteoclast differentiation"	120	-2.7059	0.99486	1	2.7059	0.005136	0.069894	2.1731	5.526e-05	0.001357	53	-0.12852	0.036298	0.14237	67	3.0226	0.00092963	0.032233
"120"	"Oocyte meiosis"	107	0.71084	0.14632	0.81781	-0.71084	0.85368	1	-0.19833	0.039074	0.095549	59	-0.003114	0.016029	0.078692	48	-0.29266	0.48822	0.75119
"121"	"One carbon pool by folate"	18	-1.3684	0.89985	1	1.3684	0.10015	0.37421	0.84693	0.07651	0.15859	9	-0.7125	0.43949	0.61293	9	1.9102	0.034951	0.1941
"122"	"Olfactory transduction"	656	0.39899	0.10897	0.72174	-0.39899	0.89103	1	-17.785	1	1	378	-14.777	1	1	278	-10.089	1	1
"123"	"Nucleotide excision repair"	42	-1.5033	0.90203	1	1.5033	0.097974	0.37421	0.24671	0.087912	0.17753	15	-0.040683	0.16317	0.34584	27	0.33802	0.29348	0.58453
"124"	"Notch signaling pathway"	48	-2.7148	0.99658	1	2.7148	0.003425	0.059557	1.1122	0.015309	0.050439	18	-0.54689	0.25976	0.44388	30	1.8304	0.021196	0.16004
"125"	"Non-small cell lung cancer"	57	-2.0943	0.97424	1	2.0943	0.02576	0.19665	1.8229	0.0026253	0.013471	23	0.37443	0.051383	0.17	34	2.0523	0.012821	0.11456
"126"	"Non-homologous end-joining"	11	-0.61398	0.71021	1	0.61398	0.28979	0.6267	-0.96789	0.56956	0.69366	3	-0.33422	0.41602	0.59623	8	-0.93028	0.7537	0.91563
"127"	"Non-alcoholic fatty liver disease (NAFLD)"	139	-0.98095	0.75865	1	0.98095	0.24135	0.58324	-1.6583	0.18951	0.33324	70	-2.1263	0.37053	0.55136	69	-0.21205	0.42016	0.68889
"128"	"Nitrogen metabolism"	16	-1.2118	0.86631	1	1.2118	0.13369	0.43143	-1.2042	0.59331	0.71979	6	-1.3761	0.727	0.86961	10	-0.45731	0.59496	0.82961
"129"	"Nicotine addiction"	35	0.30152	0.3214	1	-0.30152	0.6786	0.93983	-2.3074	0.78153	0.87156	21	-2.2512	0.78788	0.92117	14	-0.89111	0.73018	0.90273
"130"	"Nicotinate and nicotinamide metabolism"	32	0.168	0.34953	1	-0.168	0.65047	0.93393	-0.69963	0.30432	0.45186	18	-1.0029	0.42047	0.59984	14	0.0794	0.40401	0.68286
"131"	"Neurotrophin signaling pathway"	118	-1.1792	0.80226	1	1.1792	0.19774	0.53355	1.4349	0.00064876	0.0061534	57	0.28307	0.0085902	0.049473	61	1.7221	0.02915	0.18501
"132"	"Neuroactive ligand-receptor interaction"	238	-1.3686	0.83386	1	1.3686	0.16614	0.46384	-7.3977	0.9985	1	135	-8.423	1	1	103	-1.6021	0.81444	0.95222
"133"	"Neomycin, kanamycin and gentamicin biosynthesis"	4	-1.0731	0.85215	1	1.0731	0.14785	0.43984	0.76067	0.15698	0.28903	1	0.18846	0.3009	0.47745	3	0.76954	0.24	0.51123
"134"	"Natural killer cell mediated cytotoxicity"	99	-2.9174	0.99527	1	2.9174	0.0047263	0.068515	0.11584	0.036833	0.092974	41	-1.682	0.42567	0.60449	58	1.5655	0.0402	0.20495
"135"	"NOD-like receptor signaling pathway"	150	-0.75599	0.65993	1	0.75599	0.34007	0.66525	0.9165	0.0012445	0.0084682	70	0.38339	0.0037853	0.027378	80	0.89634	0.11217	0.33224
"136"	"NF-kappa B signaling pathway"	93	-0.080674	0.41473	1	0.080674	0.58527	0.88611	0.61816	0.015272	0.050439	44	1.0369	0.0029973	0.023901	49	-0.13092	0.4253	0.68889
